number_id,client_id,expiration,CVC,loc_latitude,loc_longitude,extract_limit,amount_avg_withdrawal,amount_std_withdrawal,withdrawal_day,amount_avg_deposit,amount_std_deposit,deposit_day,inquiry_day,amount_avg_transfer,amount_std_transfer,transfer_day
c-NIGER-1000,1000,2050-01-17,999,9.034161,7.354865,101559.65,20311.93,23075.04,0.2986,14636.36,6137.67,0.0603,0.0548,25777.78,30040.14,0.074
c-NIGER-1001,1001,2050-01-17,999,6.565187,3.259156,112180.1,22436.02,25354.99,0.5781,11410.26,6038.12,0.1068,0.1041,21844.16,23288.28,0.211
c-NIGER-1002,1002,2050-01-17,999,12.049134,8.408937,100000.0,20000.0,23958.3,0.3178,11555.56,5596.45,0.0493,0.0603,22803.92,24677.13,0.1397
c-NIGER-1003,1003,2050-01-17,999,6.45378,7.585306,108222.2,21644.44,26710.82,0.2466,10454.55,5448.7,0.0603,0.0438,20738.1,25174.57,0.1151
c-NIGER-1004,1004,2050-01-17,999,11.884305,8.49549,95448.1,19089.62,20984.46,0.5808,11023.81,5973.47,0.1151,0.0877,20128.21,19574.27,0.2137
c-NIGER-1005,1005,2050-01-17,999,9.201139,7.626407,104481.5,20896.3,22964.05,0.3699,11875.0,6009.5,0.0658,0.0603,15750.0,12917.39,0.1096
c-NIGER-1006,1006,2050-01-17,999,5.062442,6.652981,112075.45,22415.09,23045.24,0.2904,10655.17,5633.29,0.0795,0.0329,26033.33,29579.21,0.0822
c-NIGER-1007,1007,2050-01-17,999,11.850796,8.583533,104228.95,20845.79,22809.06,0.5863,11039.22,5241.99,0.1397,0.1151,21361.11,25304.67,0.2959
c-NIGER-1008,1008,2050-01-17,999,6.582543,7.350775,128068.2,25613.64,26635.23,0.2411,9080.0,5139.07,0.0685,0.0493,14538.46,13339.39,0.1068
c-NIGER-1009,1009,2050-01-17,999,6.46454,3.359681,106062.2,21212.44,22789.38,0.5288,11205.88,5963.42,0.0932,0.1014,25800.0,25966.46,0.2329
c-NIGER-1010,1010,2050-01-17,999,11.995482,8.530684,93589.1,18717.82,20593.06,0.5534,11266.67,5540.76,0.1233,0.1288,29033.71,31797.82,0.2438
c-NIGER-1011,1011,2050-01-17,999,6.532876,7.379064,86890.75,17378.15,17962.76,0.326,12409.09,5482.95,0.0603,0.0438,18775.0,20007.03,0.1096
c-NIGER-1012,1012,2050-01-17,999,6.451119,3.267792,134545.45,26909.09,25426.47,0.3014,9722.22,5085.22,0.0493,0.0548,20320.0,21483.21,0.137
c-NIGER-1013,1013,2050-01-17,999,9.09372,7.415059,102605.25,20521.05,20763.14,0.5205,12230.77,6392.68,0.1068,0.0904,20831.46,23528.14,0.2438
c-NIGER-1014,1014,2050-01-17,999,4.932394,6.981873,117393.6,23478.72,25471.78,0.2575,10125.0,5058.0,0.0438,0.0548,15166.67,11534.31,0.0822
c-NIGER-1015,1015,2050-01-17,999,6.385707,3.368341,125571.45,25114.29,25886.34,0.1918,13230.77,6525.69,0.0712,0.0521,22166.67,22205.16,0.1151
c-NIGER-1016,1016,2050-01-17,999,6.615057,3.252072,122051.3,24410.26,23160.89,0.2137,11851.85,6049.18,0.074,0.0466,17220.0,16446.93,0.137
c-NIGER-1017,1017,2050-01-17,999,6.306474,3.535572,119929.9,23985.98,27426.98,0.5863,11533.33,6203.37,0.1233,0.1123,21658.82,22162.58,0.2329
c-NIGER-1018,1018,2050-01-17,999,11.953124,8.466907,102702.7,20540.54,22656.69,0.5068,11382.35,5444.01,0.0932,0.1178,22493.15,26147.09,0.2
c-NIGER-1019,1019,2050-01-17,999,6.413612,7.558701,119431.8,23886.36,25269.78,0.2411,9566.67,5062.94,0.0822,0.0466,22161.29,20717.3,0.0849
c-NIGER-1020,1020,2050-01-17,999,5.14223,6.735701,119146.35,23829.27,24178.76,0.2247,12863.64,6266.28,0.0603,0.0329,22179.49,23769.59,0.1068
c-NIGER-1021,1021,2050-01-17,999,9.140789,7.410387,117409.65,23481.93,25386.94,0.2274,11772.73,5862.97,0.0603,0.0466,20119.05,22657.8,0.1151
c-NIGER-1022,1022,2050-01-17,999,11.852749,8.572837,99576.25,19915.25,21864.22,0.3233,10920.0,6040.97,0.0685,0.0603,29282.05,29711.73,0.1068
c-NIGER-1023,1023,2050-01-17,999,6.588713,3.383872,90630.65,18126.13,17734.4,0.6082,10625.0,5361.9,0.1315,0.1342,23506.33,26115.07,0.2164
c-NIGER-1024,1024,2050-01-17,999,9.017723,7.356761,106277.8,21255.56,24082.52,0.2466,13550.0,6108.45,0.0548,0.0658,24888.89,23494.41,0.0986
c-NIGER-1025,1025,2050-01-17,999,6.395107,7.624239,107259.6,21451.92,22465.89,0.2849,11571.43,6273.53,0.0575,0.0685,31769.23,29250.7,0.1068
c-NIGER-1026,1026,2050-01-17,999,4.658831,7.059247,108481.0,21696.2,23297.6,0.2164,12300.0,6602.23,0.0548,0.0658,17653.06,21715.54,0.1342
c-NIGER-1027,1027,2050-01-17,999,6.360544,7.441837,86798.25,17359.65,19623.05,0.3123,11434.78,5392.13,0.063,0.0466,21434.78,24801.12,0.126
c-NIGER-1028,1028,2050-01-17,999,8.922845,7.35997,88903.5,17780.7,20534.35,0.3123,14444.44,6518.95,0.0493,0.0301,27188.68,28541.51,0.1452
c-NIGER-1029,1029,2050-01-17,999,11.968677,8.617081,113659.8,22731.96,21743.54,0.2658,9769.23,6029.84,0.0356,0.0356,19571.43,19225.42,0.1151
c-NIGER-1030,1030,2050-01-17,999,11.940452,8.416522,121032.6,24206.52,24381.37,0.2521,10103.45,5387.45,0.0795,0.0384,17821.43,20992.16,0.0767
c-NIGER-1031,1031,2050-01-17,999,12.12282,8.581531,93560.0,18712.0,20090.05,0.3425,10526.32,5263.8,0.0521,0.0685,20425.93,21889.6,0.1479
c-NIGER-1032,1032,2050-01-17,999,4.893254,7.134358,121755.3,24351.06,24420.47,0.2575,11375.0,6238.32,0.0438,0.0548,26171.43,28304.53,0.0959
c-NIGER-1033,1033,2050-01-17,999,9.019759,7.363422,99723.5,19944.7,20769.83,0.5945,11891.89,5891.54,0.1014,0.1233,19369.05,21411.5,0.2301
c-NIGER-1034,1034,2050-01-17,999,6.188326,7.504671,136300.0,27260.0,28653.49,0.274,10551.72,5735.77,0.0795,0.0493,22575.0,25681.37,0.1096
c-NIGER-1035,1035,2050-01-17,999,6.529243,7.420913,93850.0,18770.0,17828.51,0.274,10454.55,4925.42,0.0603,0.0493,31200.0,33849.84,0.0959
c-NIGER-1036,1036,2050-01-17,999,4.921,7.077608,110661.75,22132.35,23834.76,0.5589,13714.29,5948.66,0.0959,0.0877,18358.21,21395.77,0.1836
c-NIGER-1037,1037,2050-01-17,999,5.152024,6.736492,98167.55,19633.51,20779.84,0.5233,12400.0,6113.46,0.1096,0.1288,22505.88,22566.11,0.2329
c-NIGER-1038,1038,2050-01-17,999,6.522788,7.535706,112073.15,22414.63,23497.28,0.2247,11809.52,6112.44,0.0575,0.0767,17593.75,20069.01,0.0877
c-NIGER-1039,1039,2050-01-17,999,6.553481,3.323507,105576.9,21115.38,20498.96,0.2137,13600.0,6073.24,0.0548,0.063,23853.66,24483.22,0.1123
c-NIGER-1040,1040,2050-01-17,999,4.851219,6.79978,109263.15,21852.63,24192.04,0.2603,9750.0,4479.58,0.0438,0.0548,23722.22,24104.07,0.0986
c-NIGER-1041,1041,2050-01-17,999,4.960995,6.79164,125853.65,25170.73,23598.39,0.2247,10640.0,5648.6,0.0685,0.0521,15600.0,13841.97,0.0959
c-NIGER-1042,1042,2050-01-17,999,6.601879,3.48915,101403.95,20280.79,21329.22,0.5562,9217.39,4670.57,0.063,0.0877,18139.53,20186.87,0.2356
c-NIGER-1043,1043,2050-01-17,999,9.138716,7.448007,92324.55,18464.91,17884.18,0.3123,12516.13,6206.83,0.0849,0.0521,16891.89,20550.46,0.1014
c-NIGER-1044,1044,2050-01-17,999,6.299514,7.537066,91705.45,18341.09,19724.86,0.3534,13045.45,6129.38,0.0603,0.063,21322.03,23881.49,0.1616
c-NIGER-1045,1045,2050-01-17,999,6.310516,7.473335,126197.9,25239.58,24705.74,0.263,12000.0,5952.19,0.0411,0.0493,21775.0,26836.15,0.1096
c-NIGER-1046,1046,2050-01-17,999,11.954873,8.421993,96386.15,19277.23,21888.86,0.2767,12761.9,5982.51,0.0575,0.063,20282.61,22183.74,0.126
c-NIGER-1047,1047,2050-01-17,999,9.153449,7.511686,104008.25,20801.65,22867.36,0.9945,10258.82,6339.88,0.2329,0.1726,22272.0,23583.54,0.3425
c-NIGER-1048,1048,2050-01-17,999,6.455764,3.447282,125153.05,25030.61,27921.63,0.2685,13153.85,6142.91,0.0712,0.0685,18450.0,23316.06,0.1096
c-NIGER-1049,1049,2050-01-17,999,12.081148,8.522829,113432.85,22686.57,24533.37,0.5507,12745.1,6062.49,0.1397,0.1425,23835.29,24708.71,0.2329
c-NIGER-1050,1050,2050-01-17,999,4.881616,6.885852,121686.05,24337.21,24208.71,0.2356,10700.0,5016.81,0.0548,0.0575,17297.3,18340.7,0.1014
c-NIGER-1051,1051,2050-01-17,999,5.111761,6.678888,106050.0,21210.0,20346.14,0.274,10625.0,4869.98,0.0438,0.0493,23454.55,23021.18,0.1205
c-NIGER-1052,1052,2050-01-17,999,6.369578,7.365634,107258.9,21451.78,24494.98,0.5397,11565.22,5960.67,0.063,0.1178,18883.12,19558.26,0.211
c-NIGER-1053,1053,2050-01-17,999,11.947674,8.416962,134848.5,26969.7,24595.69,0.2712,10470.59,4718.55,0.0466,0.0438,22117.65,23951.67,0.0932
c-NIGER-1054,1054,2050-01-17,999,6.458179,7.421157,137443.2,27488.64,30000.38,0.2411,12894.74,6436.83,0.0521,0.0356,30090.91,24999.2,0.0904
c-NIGER-1055,1055,2050-01-17,999,9.061823,7.437459,118272.75,23654.55,24567.24,0.3014,14083.33,6287.92,0.0329,0.0521,19450.0,20736.38,0.1096
c-NIGER-1056,1056,2050-01-17,999,11.974169,8.63039,121329.8,24265.96,28299.54,0.2575,12360.0,6061.35,0.0685,0.0384,20710.53,23770.19,0.1041
c-NIGER-1057,1057,2050-01-17,999,6.527263,7.459378,112467.3,22493.46,23635.38,0.8384,9011.76,6637.72,0.2329,0.211,19159.72,21034.99,0.3945
c-NIGER-1058,1058,2050-01-17,999,11.897124,8.663794,101166.65,20233.33,20329.34,0.2466,9769.23,4777.51,0.0712,0.0384,19538.46,23199.19,0.1068
c-NIGER-1059,1059,2050-01-17,999,6.330505,3.404477,125792.1,25158.42,24686.73,0.2767,10750.0,5756.16,0.0438,0.0466,15913.04,16292.53,0.063
c-NIGER-1060,1060,2050-01-17,999,6.375493,7.367209,118132.55,23626.51,26854.49,0.2274,10833.33,6099.66,0.0493,0.0493,23482.76,29643.86,0.0795
c-NIGER-1061,1061,2050-01-17,999,6.310781,3.427045,91796.9,18359.38,19751.5,0.3507,13500.0,6125.87,0.0548,0.0767,17634.15,13510.66,0.1123
c-NIGER-1062,1062,2050-01-17,999,4.775558,6.974671,109761.9,21952.38,22741.18,0.2877,12000.0,6264.98,0.0466,0.0438,21388.89,23462.16,0.0986
c-NIGER-1063,1063,2050-01-17,999,11.88912,8.569129,120208.35,24041.67,26782.84,0.6575,12257.14,6194.6,0.0959,0.1315,20322.92,23454.99,0.263
c-NIGER-1064,1064,2050-01-17,999,12.140612,8.422211,105958.35,21191.67,20742.23,0.3288,12250.0,5810.41,0.0658,0.074,24850.0,27302.25,0.1096
c-NIGER-1065,1065,2050-01-17,999,6.429914,7.487605,130989.0,26197.8,27854.07,0.2493,12000.0,6255.0,0.0466,0.0493,24736.84,24941.75,0.1041
c-NIGER-1066,1066,2050-01-17,999,6.990105,7.484248,110104.15,22020.83,23419.73,0.263,10500.0,5876.51,0.0438,0.0685,18607.14,17512.62,0.0767
c-NIGER-1067,1067,2050-01-17,999,4.776433,7.021271,132078.65,26415.73,23898.84,0.2438,11789.47,5940.25,0.0521,0.0575,14343.75,17215.16,0.0877
c-NIGER-1068,1068,2050-01-17,999,6.514361,3.330129,97584.25,19516.85,23779.82,0.2438,10636.36,4822.3,0.0301,0.0575,21763.16,22534.58,0.1041
c-NIGER-1069,1069,2050-01-17,999,9.040094,7.503026,117268.05,23453.61,27572.26,0.2658,9722.22,4098.86,0.0493,0.063,21815.79,20454.11,0.1041
c-NIGER-1070,1070,2050-01-17,999,6.425795,7.393333,109333.35,21866.67,20697.88,0.3288,11826.09,6271.52,0.063,0.074,23021.28,26731.75,0.1288
c-NIGER-1071,1071,2050-01-17,999,6.431514,7.513634,124204.55,24840.91,25469.34,0.2411,10100.0,5369.5,0.0548,0.0548,26160.0,28604.52,0.137
c-NIGER-1072,1072,2050-01-17,999,6.563445,3.235857,105722.2,21144.44,22144.86,0.2466,12800.0,6292.85,0.0411,0.0548,21939.39,20211.29,0.0904
c-NIGER-1073,1073,2050-01-17,999,4.640129,7.174172,124574.45,24914.89,25705.39,0.2575,10680.0,5535.64,0.0685,0.0493,24456.52,23242.4,0.126
c-NIGER-1074,1074,2050-01-17,999,6.459331,3.254778,137121.2,27424.24,26635.9,0.2712,11842.11,6542.71,0.0521,0.0384,15490.2,17100.14,0.1397
c-NIGER-1075,1075,2050-01-17,999,6.476734,7.50025,124296.1,24859.22,27307.19,0.5644,10523.81,5579.75,0.1151,0.0904,20168.54,23064.26,0.2438
c-NIGER-1076,1076,2050-01-17,999,9.146499,7.466725,100934.05,20186.81,22391.92,0.2493,10777.78,5253.07,0.0493,0.0493,26102.56,27964.07,0.1068
c-NIGER-1077,1077,2050-01-17,999,9.01018,7.532377,108419.9,21683.98,23402.15,0.6329,11436.36,5503.41,0.1507,0.1096,24544.3,29154.23,0.2164
c-NIGER-1078,1078,2050-01-17,999,6.408395,7.576258,91746.05,18349.21,20398.95,0.3452,13085.71,6256.16,0.0959,0.074,24020.41,23105.28,0.1342
c-NIGER-1079,1079,2050-01-17,999,6.45156,7.458118,84734.05,16946.81,17406.81,0.2575,13111.11,6551.95,0.0493,0.074,19435.9,24177.84,0.1068
c-NIGER-1080,1080,2050-01-17,999,6.262076,7.381317,133106.8,26621.36,26237.27,0.2822,9210.53,5116.19,0.0521,0.0438,24282.05,24116.98,0.1068
c-NIGER-1081,1081,2050-01-17,999,12.032843,8.549244,101031.75,20206.35,20386.0,0.3452,10960.0,6037.94,0.0685,0.0521,24075.0,29427.34,0.1096
c-NIGER-1082,1082,2050-01-17,999,6.354422,7.520393,125411.75,25082.35,23530.23,0.2329,10722.22,6162.56,0.0493,0.0329,22810.81,23360.51,0.1014
c-NIGER-1083,1083,2050-01-17,999,6.572016,7.341012,121585.35,24317.07,28029.03,0.2247,13857.14,6455.26,0.0384,0.0548,25055.56,22088.06,0.0986
c-NIGER-1084,1084,2050-01-17,999,5.113206,6.63805,102816.1,20563.22,21543.74,0.2384,10687.5,5723.85,0.0438,0.0466,16193.55,14749.96,0.0849
c-NIGER-1085,1085,2050-01-17,999,4.873898,7.15025,112968.75,22593.75,22573.57,0.3507,14666.67,6249.71,0.0493,0.0438,20925.0,25673.88,0.1096
c-NIGER-1086,1086,2050-01-17,999,6.400015,3.240226,103070.85,20614.17,22005.79,0.3479,10375.0,5322.74,0.0658,0.0849,26615.38,27702.95,0.1068
c-NIGER-1087,1087,2050-01-17,999,6.37646,3.359303,83821.15,16764.23,19312.39,0.337,11666.67,5659.8,0.0575,0.074,22629.63,21886.76,0.1479
c-NIGER-1088,1088,2050-01-17,999,11.885672,8.443485,96690.5,19338.1,21670.32,0.5753,11265.31,6290.79,0.1342,0.126,23875.0,29007.76,0.2849
c-NIGER-1089,1089,2050-01-17,999,11.89886,8.587237,128762.9,25752.58,27802.14,0.2658,9727.27,5202.4,0.0603,0.0438,24305.56,25429.81,0.0986
c-NIGER-1090,1090,2050-01-17,999,6.320622,3.509675,100852.25,20170.45,22741.54,0.2411,15250.0,6434.28,0.0438,0.0548,15406.25,15800.9,0.0877
c-NIGER-1091,1091,2050-01-17,999,6.286441,7.455383,138579.55,27715.91,27575.16,0.2411,11625.0,5136.47,0.0438,0.0329,24234.04,24260.55,0.1288
c-NIGER-1092,1092,2050-01-17,999,4.752971,6.954189,116250.0,23250.0,24107.65,0.263,13000.0,6624.38,0.0493,0.0685,20512.82,26113.99,0.1068
c-NIGER-1093,1093,2050-01-17,999,12.074852,8.41805,149673.9,29934.78,30890.38,0.2521,12000.0,6232.34,0.0548,0.0411,16526.32,20513.33,0.1041
c-NIGER-1094,1094,2050-01-17,999,6.312039,7.617803,93647.55,18729.51,18646.36,0.3342,11916.67,6071.43,0.0658,0.0959,20714.29,23210.89,0.1151
c-NIGER-1095,1095,2050-01-17,999,6.597584,3.243211,124296.1,24859.22,27307.19,0.5644,10523.81,5579.75,0.1151,0.0904,20168.54,23064.26,0.2438
c-NIGER-1096,1096,2050-01-17,999,9.068986,7.534,134545.45,26909.09,25426.47,0.3014,9722.22,5085.22,0.0493,0.0548,20320.0,21483.21,0.137
c-NIGER-1097,1097,2050-01-17,999,12.137932,8.624698,104754.45,20950.89,22868.55,0.6137,11195.12,5591.15,0.1123,0.1205,18833.33,18673.84,0.2137
c-NIGER-1098,1098,2050-01-17,999,9.028062,7.612195,109198.1,21839.62,24969.23,0.5808,12327.59,5808.0,0.1589,0.1315,21473.68,24442.66,0.2603
c-NIGER-1099,1099,2050-01-17,999,9.061145,7.460794,112171.7,22434.34,24001.77,0.2712,11230.77,5214.62,0.0356,0.0466,19645.16,20639.04,0.0849
c-NIGER-1100,1100,2050-01-17,999,6.356852,7.464117,113415.85,22683.17,23434.99,0.2767,10000.0,5718.91,0.0493,0.0493,21487.8,19792.83,0.1123
c-NIGER-1101,1101,2050-01-17,999,11.996321,8.388995,120833.35,24166.67,21779.54,0.2137,11380.95,5740.0,0.0575,0.0575,19526.32,19574.86,0.1041
c-NIGER-1102,1102,2050-01-17,999,11.982528,8.581523,93486.25,18697.25,20735.78,0.5973,12384.62,6020.08,0.1425,0.1233,15451.61,16748.47,0.2548
c-NIGER-1103,1103,2050-01-17,999,8.91672,7.51362,99336.3,19867.26,22657.98,0.3096,14421.05,6158.24,0.0521,0.074,25321.43,25222.0,0.1534
c-NIGER-1104,1104,2050-01-17,999,6.457256,7.565181,108733.6,21746.72,23842.25,0.6274,10851.85,5648.2,0.1479,0.126,21368.42,25486.36,0.2603
c-NIGER-1105,1105,2050-01-17,999,6.350269,7.617827,81516.4,16303.28,17188.74,0.3342,12130.43,6032.52,0.063,0.0603,20836.73,18971.85,0.1342
c-NIGER-1106,1106,2050-01-17,999,6.305156,7.500551,107894.75,21578.95,22382.35,0.2603,11631.58,5974.12,0.0521,0.0301,20216.22,18020.26,0.1014
c-NIGER-1107,1107,2050-01-17,999,6.463252,3.270879,118064.5,23612.9,26208.21,0.2548,12769.23,6084.87,0.0356,0.0438,19181.82,20193.52,0.0904
c-NIGER-1108,1108,2050-01-17,999,11.914432,8.507317,103315.8,20663.16,21077.17,0.2603,10200.0,6083.63,0.0548,0.0548,19441.18,22134.84,0.0932
c-NIGER-1109,1109,2050-01-17,999,4.962385,6.761389,120699.5,24139.9,24329.47,0.5288,11627.91,5481.67,0.1178,0.1041,18295.77,19474.81,0.1945
c-NIGER-1110,1110,2050-01-17,999,6.410994,3.262781,102228.55,20445.71,23154.67,0.9589,10695.65,7100.75,0.189,0.2164,19721.09,20026.28,0.4027
c-NIGER-1111,1111,2050-01-17,999,9.01687,7.462275,103245.6,20649.12,23601.78,0.3123,10192.31,5146.02,0.0712,0.0658,16020.41,14114.84,0.1342
c-NIGER-1112,1112,2050-01-17,999,6.332696,3.469603,133539.35,26707.87,28353.77,0.2438,12736.84,6530.63,0.0521,0.0548,25727.27,22996.29,0.0904
c-NIGER-1113,1113,2050-01-17,999,6.44567,3.366458,97087.4,19417.48,19725.94,0.5644,12577.78,5738.58,0.1233,0.1014,21593.75,22216.62,0.1753
c-NIGER-1114,1114,2050-01-17,999,6.326579,7.54957,138631.6,27726.32,26878.55,0.2603,12461.54,6385.08,0.0356,0.0493,15535.71,20358.79,0.0767
c-NIGER-1115,1115,2050-01-17,999,6.412958,3.352219,123947.35,24789.47,26011.96,0.3644,9823.53,5174.88,0.0466,0.0904,18680.85,17678.42,0.1288
c-NIGER-1116,1116,2050-01-17,999,6.609218,7.447202,101525.4,20305.08,21250.04,0.3233,10666.67,5121.71,0.0658,0.0685,23150.0,23646.49,0.1096
c-NIGER-1117,1117,2050-01-17,999,9.223041,7.482468,127476.2,25495.24,25978.59,0.2877,13058.82,6878.14,0.0466,0.0356,23357.14,27622.74,0.1151
c-NIGER-1118,1118,2050-01-17,999,6.266249,7.501546,132575.75,26515.15,23420.89,0.2712,10315.79,6119.66,0.0521,0.0603,18025.64,16144.88,0.1068
c-NIGER-1119,1119,2050-01-17,999,5.236077,6.721844,97204.3,19440.86,21391.52,0.2548,11000.0,6144.1,0.0466,0.0548,23976.19,24012.69,0.1151
c-NIGER-1120,1120,2050-01-17,999,6.331968,7.532128,92217.4,18443.48,20034.7,0.3151,11045.45,5818.5,0.0603,0.0849,18702.13,19530.26,0.1288
c-NIGER-1121,1121,2050-01-17,999,6.377542,3.329032,93403.35,18680.67,19329.85,0.326,14040.0,6458.07,0.0685,0.0438,21939.39,21065.28,0.0904
c-NIGER-1122,1122,2050-01-17,999,9.169983,7.464335,103675.2,20735.04,21121.32,0.3205,10148.15,5081.67,0.074,0.0548,20210.53,20239.32,0.1041
c-NIGER-1123,1123,2050-01-17,999,6.023421,7.45245,108914.15,21782.83,22029.94,0.5425,11409.09,5848.15,0.1205,0.1397,23973.33,24446.84,0.2055
c-NIGER-1124,1124,2050-01-17,999,11.983092,8.577619,102095.25,20419.05,23699.96,0.2877,14000.0,6366.58,0.0438,0.0712,18277.78,25644.46,0.1479
c-NIGER-1125,1125,2050-01-17,999,4.821681,6.677765,108407.1,21681.42,23993.77,0.3096,12294.12,5997.55,0.0466,0.0767,24127.66,27257.72,0.1288
c-NIGER-1126,1126,2050-01-17,999,6.277866,7.482549,103160.0,20632.0,24901.92,0.3425,12967.74,5839.43,0.0849,0.0603,22062.5,25309.49,0.1315
c-NIGER-1127,1127,2050-01-17,999,6.879215,7.497038,105148.15,21029.63,21476.1,0.3699,11120.0,5325.41,0.0685,0.0411,22309.52,23320.13,0.1151
c-NIGER-1128,1128,2050-01-17,999,12.12002,8.61396,144509.8,28901.96,28443.62,0.2795,13608.7,6379.93,0.063,0.0493,26555.56,27957.4,0.1233
c-NIGER-1129,1129,2050-01-17,999,11.969399,8.486954,122222.2,24444.44,28205.96,0.2712,13687.5,6680.51,0.0438,0.063,20452.38,23579.86,0.1151
c-NIGER-1130,1130,2050-01-17,999,6.435125,3.275103,130056.8,26011.36,26945.88,0.2411,11761.9,6098.4,0.0575,0.0575,23108.11,24033.29,0.1014
c-NIGER-1131,1131,2050-01-17,999,6.523274,3.251264,111875.0,22375.0,25259.02,0.3288,11666.67,6199.46,0.0575,0.0685,18717.39,24559.83,0.126
c-NIGER-1132,1132,2050-01-17,999,6.547145,3.249389,102321.45,20464.29,21536.26,0.6137,9952.38,4488.21,0.1151,0.1014,19405.41,24763.49,0.2027
c-NIGER-1133,1133,2050-01-17,999,6.350244,3.402602,106529.15,21305.83,23271.02,0.5644,10732.14,5652.0,0.1534,0.0959,22976.19,27225.95,0.2301
c-NIGER-1134,1134,2050-01-17,999,8.992361,7.500347,115723.7,23144.74,20556.07,0.2082,11882.35,6382.42,0.0466,0.0438,20923.08,23406.46,0.1068
c-NIGER-1135,1135,2050-01-17,999,6.058135,7.523857,101150.45,20230.09,23639.41,0.3096,10380.95,5132.99,0.0575,0.0438,23054.05,29801.14,0.1014
c-NIGER-1136,1136,2050-01-17,999,9.212794,7.598396,100871.55,20174.31,20973.46,0.2986,12636.36,5786.24,0.0603,0.0767,16437.5,17490.31,0.1315
c-NIGER-1137,1137,2050-01-17,999,6.577862,3.437248,107837.85,21567.57,23394.88,0.3041,11615.38,5933.48,0.0712,0.0767,21439.02,20676.13,0.1123
c-NIGER-1138,1138,2050-01-17,999,6.89389,7.542171,100853.1,20170.62,22982.79,0.5781,10577.78,5002.22,0.1233,0.1205,20290.0,17583.45,0.274
c-NIGER-1139,1139,2050-01-17,999,8.918435,7.410059,110677.1,22135.42,22060.02,0.263,12857.14,5952.19,0.0575,0.0466,22461.54,26914.92,0.1068
c-NIGER-1140,1140,2050-01-17,999,4.918912,6.953036,98394.5,19678.9,19707.06,0.2986,11272.73,6265.41,0.0603,0.063,17825.0,22020.84,0.1096
c-NIGER-1141,1141,2050-01-17,999,6.392867,3.334698,97211.55,19442.31,22101.58,0.5699,12877.19,6047.64,0.1562,0.1233,19935.06,21473.57,0.211
c-NIGER-1142,1142,2050-01-17,999,6.459956,3.368447,89020.1,17804.02,18852.34,0.5452,10860.47,5930.48,0.1178,0.1096,16977.53,16825.97,0.2438
c-NIGER-1143,1143,2050-01-17,999,6.53323,7.396387,130287.35,26057.47,27731.84,0.2384,12076.92,5765.73,0.0356,0.0521,16810.81,14813.35,0.1014
c-NIGER-1144,1144,2050-01-17,999,9.13349,7.491661,97806.1,19561.22,20793.57,0.2685,9722.22,4956.35,0.0493,0.0603,15659.09,15125.74,0.1205
c-NIGER-1145,1145,2050-01-17,999,8.936155,7.36981,121861.7,24372.34,24992.9,0.2575,13000.0,6348.23,0.0575,0.063,21794.12,16833.91,0.0932
c-NIGER-1146,1146,2050-01-17,999,6.53902,7.584973,73781.5,14756.3,13616.39,0.326,12666.67,6101.91,0.0575,0.063,15860.47,12911.02,0.1178
c-NIGER-1147,1147,2050-01-17,999,6.820222,7.257906,95175.0,19035.0,22116.04,0.5479,10300.0,5155.03,0.1096,0.1671,19686.75,19836.48,0.2274
c-NIGER-1148,1148,2050-01-17,999,6.349049,7.429545,105714.3,21142.86,24269.92,0.6137,10428.57,5661.78,0.1151,0.1233,22733.33,25600.58,0.2877
c-NIGER-1149,1149,2050-01-17,999,11.938117,8.621413,114240.85,22848.17,26244.86,0.5233,10107.14,4969.08,0.0767,0.1397,20533.33,18871.78,0.2055
c-NIGER-1150,1150,2050-01-17,999,6.371076,3.374764,105159.55,21031.91,22480.79,0.2575,12952.38,6422.43,0.0575,0.063,14477.27,10199.15,0.1205
c-NIGER-1151,1151,2050-01-17,999,9.00507,7.372503,105019.9,21003.98,22594.95,0.6877,12314.29,5865.01,0.0959,0.126,23295.45,25550.56,0.2411
c-NIGER-1152,1152,2050-01-17,999,11.920337,8.543195,106734.7,21346.94,22366.72,0.2685,13793.1,6212.77,0.0795,0.0575,19340.0,18499.43,0.137
c-NIGER-1153,1153,2050-01-17,999,9.164174,7.379903,124705.9,24941.18,29173.68,0.2329,9650.0,4738.14,0.0548,0.0411,16545.45,18688.38,0.0904
c-NIGER-1154,1154,2050-01-17,999,6.448738,3.359536,104313.0,20862.6,21504.83,0.3589,11720.0,5982.75,0.0685,0.0438,19187.5,24270.34,0.1315
c-NIGER-1155,1155,2050-01-17,999,4.652882,7.342395,111923.1,22384.62,24518.0,0.2849,15285.71,5743.61,0.0384,0.0658,17324.32,22749.91,0.1014
c-NIGER-1156,1156,2050-01-17,999,6.561423,3.547363,106052.65,21210.53,22774.18,0.3123,12892.86,6425.29,0.0767,0.0493,21175.0,24880.11,0.1096
c-NIGER-1157,1157,2050-01-17,999,4.812965,7.105825,102333.35,20466.67,21026.17,0.3288,11730.77,6334.4,0.0712,0.0712,22527.78,23863.28,0.0986
c-NIGER-1158,1158,2050-01-17,999,6.57502,3.485341,92878.8,18575.76,23539.85,0.2712,12176.47,6176.93,0.0466,0.0329,20035.71,17017.38,0.0767
c-NIGER-1159,1159,2050-01-17,999,12.121603,8.50646,111262.65,22252.53,20369.22,0.2712,11500.0,6034.9,0.0712,0.0192,19400.0,17743.06,0.137
